,Season,Episode,Scene,Scene_Start,Scene_End,Speaking_Chararacters,Appearing_Characters,Scene_Tiitles,Specific_Stories,Scene_Texts,Scene_Keybords,Scene_Entities,MRS,Scene_Links,Scene_on_Video,Scene_Topics
94,1,4,94,1364.6,1467.64,"arya_stark,eddard_stark","arya_stark,eddard_stark",Arya Stark's Journey,Arya Stark- Arya's training,"Syrio says a water dancer can stand on one toe for hours. It a hard fall down these steps. Syrio says every hurt is a lesson and every lesson makes you better. Tomorrow I am going to be chasing cats. Cats? Syrio says... He says every swordsman should study cats. They are quiet as shadows and as light as feathers. You have to be quick to catch them. He right about that. Now that Bran awake will he come live with us? He needs to get his strength back first. He wants to be a knight of the King Guard. He ca not be one now, can he? No. But someday he could be Lord of a holdfast or sit on the King Council. Or he might raise castles like Brandon the Builder. Can I be Lord of a holdfast? You will marry a high Lord and rule his castle. And your sons shall be knights and princes and lords. No. That not me.",lord holdfast say syrio everi castle lesson cat,"['bran_stark', 'syrio_forel', 'brynden_tully']",0,1E03S29,13,[5]
95,1,4,95,1467.64,1595.28,"jon_snow,samwell_tarly","samwell_tarly,jon_snow","Samwell Tarly's Life,Jon Snow as Lord Commander",Jon Snow -Jon as night's watch-Jon and Samwell friendship,"Hello. Ser Alliser said I am to be your new watch partner. I should warn you, I do not see all that well. Come stand by the fire. It warmer. No, that all right. I am fine. You are not. You are freezing. I do not like high places. You ca not fight. You ca not see. You are afraid of heights and almost everything else probably. What are you doing here, Sam? On the morning of my 18th nameday, my father came to me. "" You are almost a man now, "" he said, "" but you are not worthy of my land and title. Tomorrow, you are going to take the black, forsake all claim to your inheritance and start north. If you do not, "" he said, "" then we will have a hunt and somewhere in these woods your horse will stumble and you will be thrown from your saddle to die. Or so I will tell your mother. Nothing would please me more. "" Ser Alliser going to make me fight again tomorrow, is not he? Yes, he is. I am not going to get any better, you know? Well... You ca not get any worse.",tell said tomorrow right stumble yes ca almost well,"['shae', 'alliser_thorne']",0,1E04S6,14,[0]
96,1,4,96,1595.28,1698.24,"eddard_stark,petyr_baelish","petyr_baelish,eddard_stark","Robert Barathaon as a King-Robert's illegitimate children, Ned Stark as King's Hand",Ned Stark as King's Hand-Robert's illegitimate children-Death of Jon Arryn,"I hear you are reading a boring book. Pycelle talks too much. He never stops. Do you know Ser Hugh of the Vale? Not surprising. Until recently, he was only a squire... Jon Arryn squire. He was knighted almost immediately after his master untimely death. Knighted for what? Why are you telling me this? I promised Cat that I would help you. Where is Ser Hugh? I will speak to him. A singularly bad idea. Do you see that boy there? One of Varys little birds. The Spider has taken a great interest in your comings and goings. Now look there. That one belongs to the Queen. And do you see that Septa pretending to read her book? Varys or the Queen? No. She one of mine. Is there someone in your service whom you trust completely? Yes. The wiser answer was no, my Lord. Get a message to this paragon of yours... Discreetly. Send him to question Ser Hugh. After that, you might want him to visit a certain armorer in the city. He lives in a large house at the top of the street of Steel. Why? I have my observers, as I said, and it possible that they saw Lord Arryn visit this armorer several times in the weeks before his death. Lord Baelish, perhaps I was wrong to distrust you. Distrusting me was the wisest thing you have done since you climbed off your horse.",armor squire knight ser read book arryn visit hugh,"['spice_king', 'rast', 'pycelle', 'arya_stark', 'baelish', 'steel', 'steel', 'steel']",0,1E04S12,15,[7]
97,1,4,97,1698.24,1729.88,"jory_cassel,hugh_of_the_vale","jory_cassel,hugh_of_the_vale",Ned Stark as King's Hand,Ned Stark as King's Hand,"Ser Hugh? Ser Hugh! As you can see, I am busy. I am here on behalf of Lord Eddard Stark, the Hand of the king. I am the captain of his guard. I am sorry. I did not catch your name, Ser... No "" ser. "" I am not a knight. I see. Well, it just so happens that I am.",knight eddard ser captain see stark hugh,"['eddard_stark', 'hugh_of_the_vale']",0,1E04S15,16,[14]
98,1,4,98,1729.88,1749.6,"eddard_stark,jory_cassel","eddard_stark,jory_cassel",Ned Stark as King's Hand,Ned Stark as King's Hand-Robert's illegitimate children,"He said he would be glad to talk to the Hand himself. He a knight, you see. A knight. They strut around like roosters down here. Even the ones who have never seen an arrow coming their way. You should not be out here, my Lord. There no telling who has eyes where. Let them look.",lord knight said would let one arrow come talk,[],0,1E04S16,17,[14]
99,1,4,99,1749.6,1870.84,"tobho_mott,gendry,eddard_stark,jory_cassel","tobho_mott,gendry,eddard_stark,jory_cassel,hugh_of_the_vale","Robert Barathaon as a King-Robert's illegitimate children, Ned Stark as King's Hand",Ned Stark as King's Hand-Robert's illegitimate children-Death of Jon Arryn,"The former Hand did call on me, my Lord, several times. I regret to say he did not honor me with his patronage. What did Lord Arryn want? He always came to see the boy. I would like to see him as well. As you wish, my Lord. Gendry! Here he is. Strong for his age. He works hard. Show the Hand the helmet you made, lad. This is fine work. It not for sale. Boy, this is the King Hand! If his lordship wants the helmet... I made it for me. Forgive him, my Lord. There nothing to forgive. When Lord Arryn came to visit you, what would you talk about? He just asked me questions is all, my Lord. What kind of questions? About my work at first, if I was being treated well, if I liked it here. But then he started asking me about my mother. Your mother? Who she was, what she looked like. What did you tell him? She died when I was little. She had yellow hair. She would sing to me sometimes. Look at me. Get back to work, lad. If the day ever comes when that boy would rather wield a sword than forge one, you send him to me. Find anything? King Robert bastard son.",work helmet lord question boy forgive hand,"['arya_stark', 'robert_baratheon', 'grand_maester_pycelle']",0,1E04S17,18,[3]
100,1,4,100,1870.84,1983.76,"robert_baratheon,jaime_lannister,jory_cassel","jory_cassel,aime_lannister","Robert Barathaon as a King-Robert's illegitimate children, Ned Stark as King's Hand",Jaime Lannister- Jaime as king's guard,"This is for the King from Lord Stark. Listen. Do you hear them? How many do you think are in there with him? Guess. Three? Four? He likes to do this when I am on duty... He makes me listen as he insults my sister. Forgive me, my Lord... Why do I have to forgive you? Have you wronged me? We have met before, you know. Have we? Strange, I have forgotten. The siege of Pyke. We fought side by side one afternoon. That where you got your scar? Aye. One of the Greyjoys nearly took my eye. Vicious sons of whores. They like their bloodshed. They stopped liking it at the end. That was a proper battle. D'you remember Thoros of Myr charging through the breach? With his burning sword? I will remember that till the day I die. I saw the youngest of the Greyjoy lads at Winterfell. It was like seeing a shark on a mountaintop. Theon? He a good lad. I doubt it. I will bet you smell of blackberry jam! Let me smell it. Come here. Can I leave this with you? The message from Lord Stark. I do not serve Lord Stark.",lord greyjoy smell lad forgive side like stark listen,"['house_stark', 'dyou', 'four', 'thoros_of_myr', 'stark lord', 'pyke', 'greyjoys', 'greyjoy', 'winterfell', 'stark lord', 'lord stark', 'pyke', 'greyjoys', 'greyjoy', 'winterfell', 'lord stark', 'lord stark', 'pyke', 'greyjoys', 'greyjoy', 'winterfell', 'lord stark']",0,1E04S18,19,[11]
101,1,4,101,1983.76,2041.6,"jon_snow,grenn,pypar,rast","jon_snow,grenn,pypar,rast","Samwell Tarly's Life,Jon Snow as Lord Commander",Jon Snow -Jon as night's watch-Jon and Samwell friendship,"Where have you been? Watch duty. With Sam. Prince Porkchop. Where is he? He was not hungry. Impossible! That enough. Sam no different from the rest of us. There was no place for him in the world, so he come here. We are not going to hurt him in the training yard anymore. Never again, no matter what Thorne says. He our brother now and we are going to protect him. You are in love, Lord Snow. You girls can do as you please. But if Thorne puts me up against Lady Piggy, I am gonna slice me off a side of bacon.",go say thorne bacon yard world slice sam impossible rest,"['thoros_of_myr', 'porkchop', 'shae']",0,1E04S14,20,[13]
102,1,4,102,2041.6,2066.96,jon_snow,"jon_snow,grenn,ghost,pypar,rast","Samwell Tarly's Life,Jon Snow as Lord Commander",Jon Snow -Jon as night's watch-Jon and Samwell friendship,No one touches Sam.,touch one sam,['shae'],0,1E04S20,21,[7]
103,1,4,103,2066.96,2141.4,"grenn,alliser_thorne","samwell_tarly,alliser_thorne,jon_snow,pypar,grenn,rast","Samwell Tarly's Life,Jon Snow as Lord Commander",Jon Snow -Jon as night's watch-Jon and Samwell friendship,"What are you waiting for? Attack him! You, get in there. Hit me. Go on, hit me! I yield! Yield yield. I yield. You think this is funny, do you? When you are out there beyond the Wall with the sun going down, do you want a man at your back? Or a sniveling boy?",go yield want funni get hit sun,"['wall', 'wall', 'wall']",1,1E04S21,22,[2]
104,1,4,104,2141.4,2218.8,"irri,daenerys_targaryen,viserys_targaryen,doreah","irri,daenerys_targaryen,viserys_targaryen,doreah","Daenerys Targaryen's claim to the throne, Visery Targaryen's claim to the throne","Visery Targaryen's claim to the throne-Visery slaps Daenerys, Daenerys Targaryen- Daenerys warned Visery","You send this whore to give me commands? I should have sent you back her head! Forgive me, Khaleesi. I did as you asked. Hush now. It all right. Irri, take her and leave us. Yes, Khaleesi. Why did you hit her?! How many times do I have to tell you? You do not command me. I was not commanding you. I just wanted to invite you to supper. What this? It a gift. I had it made for you. Dothraki rags? Are you going to dress me now? Please. This stinks of manure. All of it. Stop - stop it. You would turn me into one of them, would not you? Next you will want to braid my hair. You have no right to a braid. You have won no victories yet. You do not talk back to me! You are a horselord slut. And now you have woken the dragon... I am a Khaleesi of the Dothraki! I am the wife of the great Khal and I carry his son inside me. The next time you raise a hand to me will be the last time you have hands.",time khaleesi right command next dothraki braid,"['khaleesi_handmaiden_1', 'irri', 'dothraki', 'dothraki', 'dothraki']",1,1E04S8,23,[13]
